timestamp,energy_generation,hour,day_of_week,day_of_year,month,quarter,is_weekend,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,energy_generation_lag_1,energy_generation_lag_2,energy_generation_lag_3,energy_generation_lag_6,energy_generation_lag_12,energy_generation_lag_24,energy_generation_lag_48,energy_generation_lag_168,energy_generation_rolling_mean_24,energy_generation_rolling_std_24,energy_generation_rolling_mean_168,energy_generation_rolling_std_168
2025-01-08 01:00:00,4926.98,1,2,8,1,1,0,0.25881904510252074,0.9659258262890683,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,5154.32,5211.0,4915.57,5366.12,5852.31,4913.05,4841.53,4188.88,5439.774166666666,465.5816536699523,4866.089404761905,614.4475663414064
2025-01-08 02:00:00,4703.31,2,2,8,1,1,0,0.49999999999999994,0.8660254037844387,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,4926.98,5154.32,5211.0,5347.84,5768.74,4869.83,4950.86,4096.07,5432.8358333333335,475.57800520424354,4869.703928571429,611.6705452279388
2025-01-08 03:00:00,4560.21,3,2,8,1,1,0,0.7071067811865475,0.7071067811865476,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,4703.31,4926.98,5154.32,5151.17,5655.1,4848.29,4907.21,4015.35,5420.8324999999995,494.24233587995735,4872.947142857143,608.54996839709
2025-01-08 04:00:00,4636.13,4,2,8,1,1,0,0.8660254037844386,0.5000000000000001,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,4560.21,4703.31,4926.98,4915.57,5846.27,4701.48,4777.2,3901.91,5418.109583333334,498.53909370477896,4877.3175,604.1551834827224
2025-01-08 05:00:00,5044.79,5,2,8,1,1,0,0.9659258262890683,0.25881904510252074,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,4636.13,4560.21,4703.31,5211.0,6146.0,4746.59,4736.86,3862.38,5430.534583333333,484.59629403361384,4884.355654761905,599.1271547460186
2025-01-08 06:00:00,5629.16,6,2,8,1,1,0,1.0,6.123233995736766e-17,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,5044.79,4636.13,4560.21,5154.32,5985.08,5041.6,5058.16,3854.24,5455.01625,478.9013498470383,4894.920654761905,596.4970210998592
2025-01-08 07:00:00,5836.76,7,2,8,1,1,0,0.9659258262890683,-0.25881904510252063,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,5629.16,5044.79,4636.13,4926.98,5366.12,5534.2,5556.48,3916.6,5467.622916666667,485.01965525818076,4906.350178571428,596.035082139203
2025-01-08 08:00:00,5790.85,8,2,8,1,1,0,0.8660254037844387,-0.4999999999999998,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,5836.76,5629.16,5044.79,4703.31,5347.84,5818.12,5842.03,4040.33,5466.486666666668,484.19408945861346,4916.769940476191,596.1059503709565
2025-01-08 09:00:00,5676.65,9,2,8,1,1,0,0.7071067811865476,-0.7071067811865475,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,5790.85,5836.76,5629.16,4560.21,5151.17,5851.88,5966.07,4106.86,5459.185416666666,479.42770599754544,4926.113928571429,595.6376358608774
2025-01-08 10:00:00,5679.25,10,2,8,1,1,0,0.49999999999999994,-0.8660254037844387,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,5676.65,5790.85,5836.76,4636.13,4915.57,5985.03,5997.31,4372.84,5446.444583333333,468.7908259042428,4933.890178571429,596.8976843120552
2025-01-08 11:00:00,5693.86,11,2,8,1,1,0,0.258819045102521,-0.9659258262890682,0.13718540405660057,0.9905453876091833,0.49999999999999994,0.8660254037844387,5679.25,5676.65,5790.85,5044.79,5211.0,5921.21,5952.96,4526.16,5436.971666666666,461.0125813775533,4940.840773809524,598.9166728282103
